AGE,COUNT,EVENT_TYPE,POPULATION,RACE,RATE,SEX,SITE,YEAR
25-29,24.0,Mortality,11402007,All Races,0.2,Male,Lung and Bronchus,2015
25-29,67.0,Incidence,11402007,All Races,0.6,Male,Lung and Bronchus,2015
25-29,24.0,Mortality,11402007,All Races,0.2,Male,Melanomas of the Skin,2015
25-29,403.0,Incidence,11402007,All Races,3.5,Male,Melanomas of the Skin,2015
25-29,50.0,Mortality,11402007,All Races,0.4,Male,Non-Hodgkin Lymphoma,2015
25-29,485.0,Incidence,11402007,All Races,4.3,Male,Non-Hodgkin Lymphoma,2015
25-29,20.0,Mortality,11402007,All Races,0.2,Male,Oral Cavity and Pharynx,2015
25-29,121.0,Incidence,11402007,All Races,1.1,Male,Oral Cavity and Pharynx,2015
25-29,19.0,Incidence,11402007,All Races,0.2,Male,Pancreas,2015
25-29,16.0,Mortality,11402007,All Races,0.1,Male,Stomach,2015
25-29,51.0,Incidence,11402007,All Races,0.4,Male,Stomach,2015
25-29,48.0,Mortality,11402007,All Races,0.4,Male,Testis,2015
25-29,1647.0,Incidence,11402007,All Races,14.4,Male,Testis,2015
25-29,441.0,Incidence,11402007,All Races,3.9,Male,Thyroid,2015
25-29,76.0,Incidence,11402007,All Races,0.7,Male,Urinary Bladder,2015
30-34,1107.0,Mortality,10875937,All Races,10.2,Male,All Cancer Sites Combined,2015
30-34,7848.0,Incidence,10875937,All Races,72.2,Male,All Cancer Sites Combined,2015
30-34,152.0,Mortality,10875937,All Races,1.4,Male,Brain and Other Nervous System,2015
30-34,452.0,Incidence,10875937,All Races,4.2,Male,Brain and Other Nervous System,2015
30-34,145.0,Mortality,10875937,All Races,1.3,Male,Colon and Rectum,2015
30-34,680.0,Incidence,10875937,All Races,6.3,Male,Colon and Rectum,2015
30-34,22.0,Incidence,10875937,All Races,0.2,Male,Esophagus,2015
30-34,22.0,Mortality,10875937,All Races,0.2,Male,Hodgkin Lymphoma,2015
30-34,450.0,Incidence,10875937,All Races,4.1,Male,Hodgkin Lymphoma,2015
30-34,122.0,Incidence,10875937,All Races,1.1,Male,Kaposi Sarcoma,2015
30-34,25.0,Mortality,10875937,All Races,0.2,Male,Kidney and Renal Pelvis,2015
30-34,412.0,Incidence,10875937,All Races,3.8,Male,Kidney and Renal Pelvis,2015
30-34,130.0,Mortality,10875937,All Races,1.2,Male,Leukemias,2015
30-34,469.0,Incidence,10875937,All Races,4.3,Male,Leukemias,2015
30-34,42.0,Mortality,10875937,All Races,0.4,Male,Liver and Intrahepatic Bile Duct,2015
30-34,71.0,Incidence,10875937,All Races,0.7,Male,Liver and Intrahepatic Bile Duct,2015
30-34,48.0,Mortality,10875937,All Races,0.4,Male,Lung and Bronchus,2015
30-34,123.0,Incidence,10875937,All Races,1.1,Male,Lung and Bronchus,2015
30-34,53.0,Mortality,10875937,All Races,0.5,Male,Melanomas of the Skin,2015
30-34,747.0,Incidence,10875937,All Races,6.9,Male,Melanomas of the Skin,2015
30-34,51.0,Incidence,10875937,All Races,0.5,Male,Myeloma,2015
30-34,73.0,Mortality,10875937,All Races,0.7,Male,Non-Hodgkin Lymphoma,2015
30-34,606.0,Incidence,10875937,All Races,5.6,Male,Non-Hodgkin Lymphoma,2015
30-34,24.0,Mortality,10875937,All Races,0.2,Male,Oral Cavity and Pharynx,2015
30-34,207.0,Incidence,10875937,All Races,1.9,Male,Oral Cavity and Pharynx,2015
30-34,31.0,Mortality,10875937,All Races,0.3,Male,Pancreas,2015
30-34,96.0,Incidence,10875937,All Races,0.9,Male,Pancreas,2015
30-34,16.0,Incidence,10875937,All Races,0.1,Male,Prostate,2015
30-34,44.0,Mortality,10875937,All Races,0.4,Male,Stomach,2015
30-34,87.0,Incidence,10875937,All Races,0.8,Male,Stomach,2015
30-34,54.0,Mortality,10875937,All Races,0.5,Male,Testis,2015
30-34,1606.0,Incidence,10875937,All Races,14.8,Male,Testis,2015
30-34,667.0,Incidence,10875937,All Races,6.1,Male,Thyroid,2015
30-34,123.0,Incidence,10875937,All Races,1.1,Male,Urinary Bladder,2015
35-39,1688.0,Mortality,10142245,All Races,16.6,Male,All Cancer Sites Combined,2015
35-39,9971.0,Incidence,10142245,All Races,98.3,Male,All Cancer Sites Combined,2015
35-39,225.0,Mortality,10142245,All Races,2.2,Male,Brain and Other Nervous System,2015
35-39,447.0,Incidence,10142245,All Races,4.4,Male,Brain and Other Nervous System,2015
35-39,264.0,Mortality,10142245,All Races,2.6,Male,Colon and Rectum,2015
35-39,1188.0,Incidence,10142245,All Races,11.7,Male,Colon and Rectum,2015
35-39,48.0,Mortality,10142245,All Races,0.5,Male,Esophagus,2015
35-39,67.0,Incidence,10142245,All Races,0.7,Male,Esophagus,2015
35-39,358.0,Incidence,10142245,All Races,3.5,Male,Hodgkin Lymphoma,2015
35-39,87.0,Incidence,10142245,All Races,0.9,Male,Kaposi Sarcoma,2015
35-39,46.0,Mortality,10142245,All Races,0.5,Male,Kidney and Renal Pelvis,2015
35-39,794.0,Incidence,10142245,All Races,7.8,Male,Kidney and Renal Pelvis,2015
35-39,51.0,Incidence,10142245,All Races,0.5,Male,Larynx,2015
35-39,132.0,Mortality,10142245,All Races,1.3,Male,Leukemias,2015
35-39,512.0,Incidence,10142245,All Races,5.0,Male,Leukemias,2015
35-39,65.0,Mortality,10142245,All Races,0.6,Male,Liver and Intrahepatic Bile Duct,2015
35-39,123.0,Incidence,10142245,All Races,1.2,Male,Liver and Intrahepatic Bile Duct,2015
35-39,145.0,Mortality,10142245,All Races,1.4,Male,Lung and Bronchus,2015
35-39,273.0,Incidence,10142245,All Races,2.7,Male,Lung and Bronchus,2015
35-39,72.0,Mortality,10142245,All Races,0.7,Male,Melanomas of the Skin,2015
35-39,1020.0,Incidence,10142245,All Races,10.1,Male,Melanomas of the Skin,2015
35-39,97.0,Incidence,10142245,All Races,1.0,Male,Myeloma,2015
35-39,86.0,Mortality,10142245,All Races,0.8,Male,Non-Hodgkin Lymphoma,2015
35-39,811.0,Incidence,10142245,All Races,8.0,Male,Non-Hodgkin Lymphoma,2015
35-39,49.0,Mortality,10142245,All Races,0.5,Male,Oral Cavity and Pharynx,2015
35-39,350.0,Incidence,10142245,All Races,3.5,Male,Oral Cavity and Pharynx,2015
35-39,87.0,Mortality,10142245,All Races,0.9,Male,Pancreas,2015
35-39,166.0,Incidence,10142245,All Races,1.6,Male,Pancreas,2015
35-39,64.0,Incidence,10142245,All Races,0.6,Male,Prostate,2015
35-39,80.0,Mortality,10142245,All Races,0.8,Male,Stomach,2015
35-39,181.0,Incidence,10142245,All Races,1.8,Male,Stomach,2015
35-39,33.0,Mortality,10142245,All Races,0.3,Male,Testis,2015
35-39,1231.0,Incidence,10142245,All Races,12.1,Male,Testis,2015
35-39,818.0,Incidence,10142245,All Races,8.1,Male,Thyroid,2015
35-39,226.0,Incidence,10142245,All Races,2.2,Male,Urinary Bladder,2015
40-44,2968.0,Mortality,9989891,All Races,29.7,Male,All Cancer Sites Combined,2015
40-44,15433.0,Incidence,9989891,All Races,154.5,Male,All Cancer Sites Combined,2015
40-44,288.0,Mortality,9989891,All Races,2.9,Male,Brain and Other Nervous System,2015
40-44,528.0,Incidence,9989891,All Races,5.3,Male,Brain and Other Nervous System,2015
40-44,491.0,Mortality,9989891,All Races,4.9,Male,Colon and Rectum,2015
40-44,2095.0,Incidence,9989891,All Races,21.0,Male,Colon and Rectum,2015
40-44,140.0,Mortality,9989891,All Races,1.4,Male,Esophagus,2015
40-44,182.0,Incidence,9989891,All Races,1.8,Male,Esophagus,2015
40-44,20.0,Mortality,9989891,All Races,0.2,Male,Hodgkin Lymphoma,2015
40-44,332.0,Incidence,9989891,All Races,3.3,Male,Hodgkin Lymphoma,2015
40-44,95.0,Incidence,9989891,All Races,1.0,Male,Kaposi Sarcoma,2015
40-44,109.0,Mortality,9989891,All Races,1.1,Male,Kidney and Renal Pelvis,2015
40-44,1528.0,Incidence,9989891,All Races,15.3,Male,Kidney and Renal Pelvis,2015
40-44,16.0,Mortality,9989891,All Races,0.2,Male,Larynx,2015
40-44,131.0,Incidence,9989891,All Races,1.3,Male,Larynx,2015
40-44,130.0,Mortality,9989891,All Races,1.3,Male,Leukemias,2015
40-44,750.0,Incidence,9989891,All Races,7.5,Male,Leukemias,2015
40-44,140.0,Mortality,9989891,All Races,1.4,Male,Liver and Intrahepatic Bile Duct,2015
40-44,250.0,Incidence,9989891,All Races,2.5,Male,Liver and Intrahepatic Bile Duct,2015
40-44,371.0,Mortality,9989891,All Races,3.7,Male,Lung and Bronchus,2015
40-44,673.0,Incidence,9989891,All Races,6.7,Male,Lung and Bronchus,2015
40-44,164.0,Mortality,9989891,All Races,1.6,Male,Melanomas of the Skin,2015
40-44,1366.0,Incidence,9989891,All Races,13.7,Male,Melanomas of the Skin,2015
40-44,50.0,Mortality,9989891,All Races,0.5,Male,Myeloma,2015
40-44,265.0,Incidence,9989891,All Races,2.7,Male,Myeloma,2015
40-44,132.0,Mortality,9989891,All Races,1.3,Male,Non-Hodgkin Lymphoma,2015
40-44,1144.0,Incidence,9989891,All Races,11.5,Male,Non-Hodgkin Lymphoma,2015
40-44,83.0,Mortality,9989891,All Races,0.8,Male,Oral Cavity and Pharynx,2015
40-44,831.0,Incidence,9989891,All Races,8.3,Male,Oral Cavity and Pharynx,2015
40-44,175.0,Mortality,9989891,All Races,1.8,Male,Pancreas,2015
40-44,338.0,Incidence,9989891,All Races,3.4,Male,Pancreas,2015
40-44,726.0,Incidence,9989891,All Races,7.3,Male,Prostate,2015
40-44,152.0,Mortality,9989891,All Races,1.5,Male,Stomach,2015
40-44,330.0,Incidence,9989891,All Races,3.3,Male,Stomach,2015
40-44,28.0,Mortality,9989891,All Races,0.3,Male,Testis,2015
40-44,817.0,Incidence,9989891,All Races,8.2,Male,Testis,2015
40-44,968.0,Incidence,9989891,All Races,9.7,Male,Thyroid,2015
40-44,28.0,Mortality,9989891,All Races,0.3,Male,Urinary Bladder,2015
40-44,460.0,Incidence,9989891,All Races,4.6,Male,Urinary Bladder,2015
45-49,6372.0,Mortality,10288356,All Races,61.9,Male,All Cancer Sites Combined,2015
45-49,28045.0,Incidence,10288356,All Races,272.6,Male,All Cancer Sites Combined,2015
45-49,448.0,Mortality,10288356,All Races,4.4,Male,Brain and Other Nervous System,2015
45-49,655.0,Incidence,10288356,All Races,6.4,Male,Brain and Other Nervous System,2015
45-49,950.0,Mortality,10288356,All Races,9.2,Male,Colon and Rectum,2015
45-49,3973.0,Incidence,10288356,All Races,38.6,Male,Colon and Rectum,2015
45-49,291.0,Mortality,10288356,All Races,2.8,Male,Esophagus,2015
45-49,450.0,Incidence,10288356,All Races,4.4,Male,Esophagus,2015
45-49,30.0,Mortality,10288356,All Races,0.3,Male,Hodgkin Lymphoma,2015
45-49,312.0,Incidence,10288356,All Races,3.0,Male,Hodgkin Lymphoma,2015
45-49,130.0,Incidence,10288356,All Races,1.3,Male,Kaposi Sarcoma,2015
45-49,273.0,Mortality,10288356,All Races,2.7,Male,Kidney and Renal Pelvis,2015
45-49,2392.0,Incidence,10288356,All Races,23.2,Male,Kidney and Renal Pelvis,2015
45-49,57.0,Mortality,10288356,All Races,0.6,Male,Larynx,2015
45-49,350.0,Incidence,10288356,All Races,3.4,Male,Larynx,2015
45-49,258.0,Mortality,10288356,All Races,2.5,Male,Leukemias,2015
45-49,1071.0,Incidence,10288356,All Races,10.4,Male,Leukemias,2015
45-49,370.0,Mortality,10288356,All Races,3.6,Male,Liver and Intrahepatic Bile Duct,2015
45-49,666.0,Incidence,10288356,All Races,6.5,Male,Liver and Intrahepatic Bile Duct,2015
45-49,1141.0,Mortality,10288356,All Races,11.1,Male,Lung and Bronchus,2015
45-49,1887.0,Incidence,10288356,All Races,18.3,Male,Lung and Bronchus,2015
45-49,186.0,Mortality,10288356,All Races,1.8,Male,Melanomas of the Skin,2015
45-49,2186.0,Incidence,10288356,All Races,21.2,Male,Melanomas of the Skin,2015
45-49,27.0,Incidence,10288356,All Races,0.3,Male,Mesothelioma,2015
45-49,128.0,Mortality,10288356,All Races,1.2,Male,Myeloma,2015
45-49,508.0,Incidence,10288356,All Races,4.9,Male,Myeloma,2015
45-49,236.0,Mortality,10288356,All Races,2.3,Male,Non-Hodgkin Lymphoma,2015
45-49,1704.0,Incidence,10288356,All Races,16.6,Male,Non-Hodgkin Lymphoma,2015
45-49,222.0,Mortality,10288356,All Races,2.2,Male,Oral Cavity and Pharynx,2015
45-49,1934.0,Incidence,10288356,All Races,18.8,Male,Oral Cavity and Pharynx,2015
45-49,488.0,Mortality,10288356,All Races,4.7,Male,Pancreas,2015
45-49,760.0,Incidence,10288356,All Races,7.4,Male,Pancreas,2015
45-49,64.0,Mortality,10288356,All Races,0.6,Male,Prostate,2015
45-49,3211.0,Incidence,10288356,All Races,31.2,Male,Prostate,2015
45-49,232.0,Mortality,10288356,All Races,2.3,Male,Stomach,2015
45-49,574.0,Incidence,10288356,All Races,5.6,Male,Stomach,2015
45-49,32.0,Mortality,10288356,All Races,0.3,Male,Testis,2015
45-49,647.0,Incidence,10288356,All Races,6.3,Male,Testis,2015
45-49,35.0,Mortality,10288356,All Races,0.3,Male,Thyroid,2015
45-49,1132.0,Incidence,10288356,All Races,11.0,Male,Thyroid,2015
45-49,86.0,Mortality,10288356,All Races,0.8,Male,Urinary Bladder,2015
45-49,941.0,Incidence,10288356,All Races,9.1,Male,Urinary Bladder,2015
5-9,242.0,Mortality,10460866,All Races,2.3,Male,All Cancer Sites Combined,2015
5-9,1575.0,Incidence,10460866,All Races,15.1,Male,All Cancer Sites Combined,2015
5-9,112.0,Mortality,10460866,All Races,1.1,Male,Brain and Other Nervous System,2015
5-9,434.0,Incidence,10460866,All Races,4.1,Male,Brain and Other Nervous System,2015
5-9,53.0,Incidence,10460866,All Races,0.5,Male,Hodgkin Lymphoma,2015
5-9,61.0,Incidence,10460866,All Races,0.6,Male,Kidney and Renal Pelvis,2015
5-9,55.0,Mortality,10460866,All Races,0.5,Male,Leukemias,2015
5-9,505.0,Incidence,10460866,All Races,4.8,Male,Leukemias,2015
5-9,165.0,Incidence,10460866,All Races,1.6,Male,Non-Hodgkin Lymphoma,2015
50-54,14799.0,Mortality,10921871,All Races,135.5,Male,All Cancer Sites Combined,2015
50-54,58794.0,Incidence,10921871,All Races,538.3,Male,All Cancer Sites Combined,2015
50-54,757.0,Mortality,10921871,All Races,6.9,Male,Brain and Other Nervous System,2015
50-54,1026.0,Incidence,10921871,All Races,9.4,Male,Brain and Other Nervous System,2015
50-54,1779.0,Mortality,10921871,All Races,16.3,Male,Colon and Rectum,2015
50-54,7605.0,Incidence,10921871,All Races,69.6,Male,Colon and Rectum,2015
50-54,753.0,Mortality,10921871,All Races,6.9,Male,Esophagus,2015
50-54,970.0,Incidence,10921871,All Races,8.9,Male,Esophagus,2015
50-54,34.0,Mortality,10921871,All Races,0.3,Male,Hodgkin Lymphoma,2015
50-54,349.0,Incidence,10921871,All Races,3.2,Male,Hodgkin Lymphoma,2015
50-54,103.0,Incidence,10921871,All Races,0.9,Male,Kaposi Sarcoma,2015
50-54,540.0,Mortality,10921871,All Races,4.9,Male,Kidney and Renal Pelvis,2015
50-54,3880.0,Incidence,10921871,All Races,35.5,Male,Kidney and Renal Pelvis,2015
50-54,201.0,Mortality,10921871,All Races,1.8,Male,Larynx,2015
50-54,876.0,Incidence,10921871,All Races,8.0,Male,Larynx,2015
50-54,418.0,Mortality,10921871,All Races,3.8,Male,Leukemias,2015
50-54,1788.0,Incidence,10921871,All Races,16.4,Male,Leukemias,2015
50-54,1167.0,Mortality,10921871,All Races,10.7,Male,Liver and Intrahepatic Bile Duct,2015
50-54,2031.0,Incidence,10921871,All Races,18.6,Male,Liver and Intrahepatic Bile Duct,2015
50-54,3571.0,Mortality,10921871,All Races,32.7,Male,Lung and Bronchus,2015
50-54,5636.0,Incidence,10921871,All Races,51.6,Male,Lung and Bronchus,2015
50-54,315.0,Mortality,10921871,All Races,2.9,Male,Melanomas of the Skin,2015
50-54,3536.0,Incidence,10921871,All Races,32.4,Male,Melanomas of the Skin,2015
50-54,42.0,Mortality,10921871,All Races,0.4,Male,Mesothelioma,2015
50-54,65.0,Incidence,10921871,All Races,0.6,Male,Mesothelioma,2015
50-54,251.0,Mortality,10921871,All Races,2.3,Male,Myeloma,2015
50-54,988.0,Incidence,10921871,All Races,9.0,Male,Myeloma,2015
50-54,439.0,Mortality,10921871,All Races,4.0,Male,Non-Hodgkin Lymphoma,2015
50-54,2762.0,Incidence,10921871,All Races,25.3,Male,Non-Hodgkin Lymphoma,2015
50-54,526.0,Mortality,10921871,All Races,4.8,Male,Oral Cavity and Pharynx,2015
50-54,3747.0,Incidence,10921871,All Races,34.3,Male,Oral Cavity and Pharynx,2015
50-54,1122.0,Mortality,10921871,All Races,10.3,Male,Pancreas,2015
50-54,1579.0,Incidence,10921871,All Races,14.5,Male,Pancreas,2015
50-54,330.0,Mortality,10921871,All Races,3.0,Male,Prostate,2015
50-54,12317.0,Incidence,10921871,All Races,112.8,Male,Prostate,2015
50-54,439.0,Mortality,10921871,All Races,4.0,Male,Stomach,2015
50-54,1070.0,Incidence,10921871,All Races,9.8,Male,Stomach,2015
50-54,37.0,Mortality,10921871,All Races,0.3,Male,Testis,2015
50-54,515.0,Incidence,10921871,All Races,4.7,Male,Testis,2015
50-54,55.0,Mortality,10921871,All Races,0.5,Male,Thyroid,2015
50-54,1384.0,Incidence,10921871,All Races,12.7,Male,Thyroid,2015
50-54,258.0,Mortality,10921871,All Races,2.4,Male,Urinary Bladder,2015
50-54,2198.0,Incidence,10921871,All Races,20.1,Male,Urinary Bladder,2015
55-59,27105.0,Mortality,10559735,All Races,256.7,Male,All Cancer Sites Combined,2015
55-59,95202.0,Incidence,10559735,All Races,901.6,Male,All Cancer Sites Combined,2015
55-59,1029.0,Mortality,10559735,All Races,9.7,Male,Brain and Other Nervous System,2015
55-59,1325.0,Incidence,10559735,All Races,12.5,Male,Brain and Other Nervous System,2015
55-59,2693.0,Mortality,10559735,All Races,25.5,Male,Colon and Rectum,2015
55-59,8759.0,Incidence,10559735,All Races,82.9,Male,Colon and Rectum,2015
55-59,1402.0,Mortality,10559735,All Races,13.3,Male,Esophagus,2015
55-59,1737.0,Incidence,10559735,All Races,16.4,Male,Esophagus,2015
55-59,43.0,Mortality,10559735,All Races,0.4,Male,Hodgkin Lymphoma,2015
55-59,353.0,Incidence,10559735,All Races,3.3,Male,Hodgkin Lymphoma,2015
55-59,81.0,Incidence,10559735,All Races,0.8,Male,Kaposi Sarcoma,2015
55-59,954.0,Mortality,10559735,All Races,9.0,Male,Kidney and Renal Pelvis,2015
55-59,5164.0,Incidence,10559735,All Races,48.9,Male,Kidney and Renal Pelvis,2015
55-59,381.0,Mortality,10559735,All Races,3.6,Male,Larynx,2015
55-59,1617.0,Incidence,10559735,All Races,15.3,Male,Larynx,2015
55-59,722.0,Mortality,10559735,All Races,6.8,Male,Leukemias,2015
55-59,2504.0,Incidence,10559735,All Races,23.7,Male,Leukemias,2015
55-59,2629.0,Mortality,10559735,All Races,24.9,Male,Liver and Intrahepatic Bile Duct,2015
55-59,4334.0,Incidence,10559735,All Races,41.0,Male,Liver and Intrahepatic Bile Duct,2015
55-59,7512.0,Mortality,10559735,All Races,71.1,Male,Lung and Bronchus,2015
55-59,11250.0,Incidence,10559735,All Races,106.5,Male,Lung and Bronchus,2015
55-59,484.0,Mortality,10559735,All Races,4.6,Male,Melanomas of the Skin,2015
55-59,4909.0,Incidence,10559735,All Races,46.5,Male,Melanomas of the Skin,2015
55-59,61.0,Mortality,10559735,All Races,0.6,Male,Mesothelioma,2015
55-59,111.0,Incidence,10559735,All Races,1.1,Male,Mesothelioma,2015
55-59,431.0,Mortality,10559735,All Races,4.1,Male,Myeloma,2015
55-59,1522.0,Incidence,10559735,All Races,14.4,Male,Myeloma,2015
55-59,763.0,Mortality,10559735,All Races,7.2,Male,Non-Hodgkin Lymphoma,2015
55-59,3858.0,Incidence,10559735,All Races,36.5,Male,Non-Hodgkin Lymphoma,2015
55-59,921.0,Mortality,10559735,All Races,8.7,Male,Oral Cavity and Pharynx,2015
55-59,5335.0,Incidence,10559735,All Races,50.5,Male,Oral Cavity and Pharynx,2015
55-59,2032.0,Mortality,10559735,All Races,19.2,Male,Pancreas,2015
55-59,2639.0,Incidence,10559735,All Races,25.0,Male,Pancreas,2015
55-59,889.0,Mortality,10559735,All Races,8.4,Male,Prostate,2015
55-59,25324.0,Incidence,10559735,All Races,239.8,Male,Prostate,2015
55-59,664.0,Mortality,10559735,All Races,6.3,Male,Stomach,2015
55-59,1652.0,Incidence,10559735,All Races,15.6,Male,Stomach,2015
55-59,33.0,Mortality,10559735,All Races,0.3,Male,Testis,2015
55-59,319.0,Incidence,10559735,All Races,3.0,Male,Testis,2015
55-59,68.0,Mortality,10559735,All Races,0.6,Male,Thyroid,2015
55-59,1567.0,Incidence,10559735,All Races,14.8,Male,Thyroid,2015
55-59,528.0,Mortality,10559735,All Races,5.0,Male,Urinary Bladder,2015
55-59,4373.0,Incidence,10559735,All Races,41.4,Male,Urinary Bladder,2015
60-64,37075.0,Mortality,9085876,All Races,408.1,Male,All Cancer Sites Combined,2015
60-64,124291.0,Incidence,9085876,All Races,1368.0,Male,All Cancer Sites Combined,2015
60-64,1181.0,Mortality,9085876,All Races,13.0,Male,Brain and Other Nervous System,2015
60-64,1370.0,Incidence,9085876,All Races,15.1,Male,Brain and Other Nervous System,2015
60-64,3248.0,Mortality,9085876,All Races,35.7,Male,Colon and Rectum,2015
60-64,10153.0,Incidence,9085876,All Races,111.7,Male,Colon and Rectum,2015
60-64,1795.0,Mortality,9085876,All Races,19.8,Male,Esophagus,2015
60-64,2242.0,Incidence,9085876,All Races,24.7,Male,Esophagus,2015
60-64,58.0,Mortality,9085876,All Races,0.6,Male,Hodgkin Lymphoma,2015
60-64,327.0,Incidence,9085876,All Races,3.6,Male,Hodgkin Lymphoma,2015
60-64,43.0,Incidence,9085876,All Races,0.5,Male,Kaposi Sarcoma,2015
60-64,1279.0,Mortality,9085876,All Races,14.1,Male,Kidney and Renal Pelvis,2015
60-64,5945.0,Incidence,9085876,All Races,65.4,Male,Kidney and Renal Pelvis,2015
60-64,442.0,Mortality,9085876,All Races,4.9,Male,Larynx,2015
60-64,1724.0,Incidence,9085876,All Races,19.0,Male,Larynx,2015
60-64,1057.0,Mortality,9085876,All Races,11.6,Male,Leukemias,2015
60-64,3360.0,Incidence,9085876,All Races,37.0,Male,Leukemias,2015
60-64,3509.0,Mortality,9085876,All Races,38.6,Male,Liver and Intrahepatic Bile Duct,2015
60-64,5750.0,Incidence,9085876,All Races,63.3,Male,Liver and Intrahepatic Bile Duct,2015
60-64,10624.0,Mortality,9085876,All Races,116.9,Male,Lung and Bronchus,2015
60-64,15980.0,Incidence,9085876,All Races,175.9,Male,Lung and Bronchus,2015
60-64,670.0,Mortality,9085876,All Races,7.4,Male,Melanomas of the Skin,2015
60-64,6009.0,Incidence,9085876,All Races,66.1,Male,Melanomas of the Skin,2015
60-64,123.0,Mortality,9085876,All Races,1.4,Male,Mesothelioma,2015
60-64,195.0,Incidence,9085876,All Races,2.1,Male,Mesothelioma,2015
60-64,637.0,Mortality,9085876,All Races,7.0,Male,Myeloma,2015
60-64,1994.0,Incidence,9085876,All Races,21.9,Male,Myeloma,2015
60-64,1050.0,Mortality,9085876,All Races,11.6,Male,Non-Hodgkin Lymphoma,2015
60-64,4735.0,Incidence,9085876,All Races,52.1,Male,Non-Hodgkin Lymphoma,2015
60-64,1153.0,Mortality,9085876,All Races,12.7,Male,Oral Cavity and Pharynx,2015
60-64,5707.0,Incidence,9085876,All Races,62.8,Male,Oral Cavity and Pharynx,2015
60-64,2795.0,Mortality,9085876,All Races,30.8,Male,Pancreas,2015
60-64,3588.0,Incidence,9085876,All Races,39.5,Male,Pancreas,2015
60-64,1826.0,Mortality,9085876,All Races,20.1,Male,Prostate,2015
60-64,37250.0,Incidence,9085876,All Races,410.0,Male,Prostate,2015
60-64,755.0,Mortality,9085876,All Races,8.3,Male,Stomach,2015
60-64,1956.0,Incidence,9085876,All Races,21.5,Male,Stomach,2015
60-64,21.0,Mortality,9085876,All Races,0.2,Male,Testis,2015
60-64,201.0,Incidence,9085876,All Races,2.2,Male,Testis,2015
60-64,103.0,Mortality,9085876,All Races,1.1,Male,Thyroid,2015
60-64,1475.0,Incidence,9085876,All Races,16.2,Male,Thyroid,2015
60-64,813.0,Mortality,9085876,All Races,8.9,Male,Urinary Bladder,2015
60-64,6401.0,Incidence,9085876,All Races,70.5,Male,Urinary Bladder,2015
65-69,44927.0,Mortality,7576768,All Races,593.0,Male,All Cancer Sites Combined,2015
65-69,147073.0,Incidence,7576768,All Races,1941.1,Male,All Cancer Sites Combined,2015
65-69,1312.0,Mortality,7576768,All Races,17.3,Male,Brain and Other Nervous System,2015
65-69,1495.0,Incidence,7576768,All Races,19.7,Male,Brain and Other Nervous System,2015
65-69,3648.0,Mortality,7576768,All Races,48.1,Male,Colon and Rectum,2015
65-69,10975.0,Incidence,7576768,All Races,144.9,Male,Colon and Rectum,2015
65-69,2119.0,Mortality,7576768,All Races,28.0,Male,Esophagus,2015
65-69,2557.0,Incidence,7576768,All Races,33.7,Male,Esophagus,2015
65-69,82.0,Mortality,7576768,All Races,1.1,Male,Hodgkin Lymphoma,2015
65-69,313.0,Incidence,7576768,All Races,4.1,Male,Hodgkin Lymphoma,2015
65-69,55.0,Incidence,7576768,All Races,0.7,Male,Kaposi Sarcoma,2015
65-69,1448.0,Mortality,7576768,All Races,19.1,Male,Kidney and Renal Pelvis,2015
65-69,6594.0,Incidence,7576768,All Races,87.0,Male,Kidney and Renal Pelvis,2015
65-69,504.0,Mortality,7576768,All Races,6.7,Male,Larynx,2015
65-69,1753.0,Incidence,7576768,All Races,23.1,Male,Larynx,2015
65-69,1517.0,Mortality,7576768,All Races,20.0,Male,Leukemias,2015
65-69,4226.0,Incidence,7576768,All Races,55.8,Male,Leukemias,2015
65-69,3045.0,Mortality,7576768,All Races,40.2,Male,Liver and Intrahepatic Bile Duct,2015
65-69,4357.0,Incidence,7576768,All Races,57.5,Male,Liver and Intrahepatic Bile Duct,2015
65-69,13582.0,Mortality,7576768,All Races,179.3,Male,Lung and Bronchus,2015
65-69,20622.0,Incidence,7576768,All Races,272.2,Male,Lung and Bronchus,2015
65-69,724.0,Mortality,7576768,All Races,9.6,Male,Melanomas of the Skin,2015
65-69,7360.0,Incidence,7576768,All Races,97.1,Male,Melanomas of the Skin,2015
65-69,231.0,Mortality,7576768,All Races,3.0,Male,Mesothelioma,2015
65-69,337.0,Incidence,7576768,All Races,4.4,Male,Mesothelioma,2015
65-69,895.0,Mortality,7576768,All Races,11.8,Male,Myeloma,2015
65-69,2476.0,Incidence,7576768,All Races,32.7,Male,Myeloma,2015
65-69,1380.0,Mortality,7576768,All Races,18.2,Male,Non-Hodgkin Lymphoma,2015
65-69,5591.0,Incidence,7576768,All Races,73.8,Male,Non-Hodgkin Lymphoma,2015
65-69,1125.0,Mortality,7576768,All Races,14.8,Male,Oral Cavity and Pharynx,2015
65-69,5246.0,Incidence,7576768,All Races,69.2,Male,Oral Cavity and Pharynx,2015
65-69,3519.0,Mortality,7576768,All Races,46.4,Male,Pancreas,2015
65-69,4374.0,Incidence,7576768,All Races,57.7,Male,Pancreas,2015
65-69,2814.0,Mortality,7576768,All Races,37.1,Male,Prostate,2015
65-69,46369.0,Incidence,7576768,All Races,612.0,Male,Prostate,2015
65-69,877.0,Mortality,7576768,All Races,11.6,Male,Stomach,2015
65-69,2383.0,Incidence,7576768,All Races,31.5,Male,Stomach,2015
