YEAR,RACE,SEX,SITE,EVENT_TYPE,AGE_ADJUSTED_RATE,COUNT,POPULATION,CRUDE_RATE
2004,All Races,Male and Female,Oropharynx,Mortality,0.2,658.0,292805298,0.2
2005,All Races,Male and Female,Oropharynx,Incidence,0.5,1439.0,295516599,0.5
2005,All Races,Male and Female,Oropharynx,Mortality,0.2,655.0,295516599,0.2
2006,All Races,Male and Female,Oropharynx,Incidence,0.5,1552.0,298379912,0.5
2006,All Races,Male and Female,Oropharynx,Mortality,0.2,650.0,298379912,0.2
2007,All Races,Male and Female,Oropharynx,Incidence,0.5,1563.0,301231207,0.5
2007,All Races,Male and Female,Oropharynx,Mortality,0.2,721.0,301231207,0.2
2008,All Races,Male and Female,Oropharynx,Incidence,0.5,1657.0,304093966,0.5
2008,All Races,Male and Female,Oropharynx,Mortality,0.2,734.0,304093966,0.2
2009,All Races,Male and Female,Oropharynx,Incidence,0.5,1632.0,306771529,0.5
2009,All Races,Male and Female,Oropharynx,Mortality,0.2,720.0,306771529,0.2
2010,All Races,Male and Female,Oropharynx,Incidence,0.5,1826.0,309327143,0.6
2010,All Races,Male and Female,Oropharynx,Mortality,0.2,806.0,309327143,0.3
2011,All Races,Male and Female,Oropharynx,Incidence,0.5,1890.0,311583481,0.6
2011,All Races,Male and Female,Oropharynx,Mortality,0.2,861.0,311583481,0.3
2012,All Races,Male and Female,Oropharynx,Incidence,0.5,1814.0,313877662,0.6
2012,All Races,Male and Female,Oropharynx,Mortality,0.2,891.0,313877662,0.3
2013,All Races,Male and Female,Oropharynx,Incidence,0.5,1999.0,316059947,0.6
2013,All Races,Male and Female,Oropharynx,Mortality,0.2,906.0,316059947,0.3
2014,All Races,Male and Female,Oropharynx,Incidence,0.6,2190.0,318386329,0.7
2014,All Races,Male and Female,Oropharynx,Mortality,0.3,1037.0,318386329,0.3
2015,All Races,Male and Female,Oropharynx,Incidence,0.6,2239.0,320738994,0.7
2015,All Races,Male and Female,Oropharynx,Mortality,0.3,1108.0,320738994,0.3
2016,All Races,Male and Female,Oropharynx,Incidence,0.6,2384.0,323071755,0.7
2016,All Races,Male and Female,Oropharynx,Mortality,0.3,1089.0,323071755,0.3
2017,All Races,Male and Female,Oropharynx,Incidence,0.6,2478.0,325122128,0.8
2017,All Races,Male and Female,Oropharynx,Mortality,0.3,1154.0,325122128,0.4
2018,All Races,Male and Female,Oropharynx,Incidence,0.8,3342.0,326838199,1.0
2018,All Races,Male and Female,Oropharynx,Mortality,0.3,1218.0,326838199,0.4
2019,All Races,Male and Female,Oropharynx,Incidence,0.9,3609.0,328329953,1.1
2019,All Races,Male and Female,Oropharynx,Mortality,0.3,1286.0,328329953,0.4
2020,All Races,Male and Female,Oropharynx,Incidence,0.8,3398.0,319590911,1.1
2020,All Races,Male and Female,Oropharynx,Mortality,0.3,1427.0,329484123,0.4
2000,All Races,Male and Female,Other Biliary,Incidence,1.3,3697.0,278558214,1.3
2000,All Races,Male and Female,Other Biliary,Mortality,0.6,1717.0,282162411,0.6
2001,All Races,Male and Female,Other Biliary,Incidence,1.6,4455.0,282115961,1.6
2001,All Races,Male and Female,Other Biliary,Mortality,0.6,1630.0,284968955,0.6
2002,All Races,Male and Female,Other Biliary,Incidence,1.6,4648.0,284766512,1.6
2002,All Races,Male and Female,Other Biliary,Mortality,0.5,1501.0,287625193,0.5
2003,All Races,Male and Female,Other Biliary,Incidence,1.7,4842.0,290107933,1.7
2003,All Races,Male and Female,Other Biliary,Mortality,0.5,1491.0,290107933,0.5
2004,All Races,Male and Female,Other Biliary,Incidence,1.7,4952.0,292805298,1.7
2004,All Races,Male and Female,Other Biliary,Mortality,0.5,1461.0,292805298,0.5
2005,All Races,Male and Female,Other Biliary,Incidence,1.7,4989.0,295516599,1.7
2005,All Races,Male and Female,Other Biliary,Mortality,0.5,1464.0,295516599,0.5
2006,All Races,Male and Female,Other Biliary,Incidence,1.7,5184.0,298379912,1.7
2006,All Races,Male and Female,Other Biliary,Mortality,0.5,1427.0,298379912,0.5
2007,All Races,Male and Female,Other Biliary,Incidence,1.7,5199.0,301231207,1.7
2007,All Races,Male and Female,Other Biliary,Mortality,0.5,1436.0,301231207,0.5
2008,All Races,Male and Female,Other Biliary,Incidence,1.7,5517.0,304093966,1.8
2008,All Races,Male and Female,Other Biliary,Mortality,0.4,1377.0,304093966,0.5
2009,All Races,Male and Female,Other Biliary,Incidence,1.8,5757.0,306771529,1.9
2009,All Races,Male and Female,Other Biliary,Mortality,0.4,1384.0,306771529,0.5
2010,All Races,Male and Female,Other Biliary,Incidence,1.8,5879.0,309327143,1.9
2010,All Races,Male and Female,Other Biliary,Mortality,0.5,1519.0,309327143,0.5
2011,All Races,Male and Female,Other Biliary,Incidence,1.8,6125.0,311583481,2.0
2011,All Races,Male and Female,Other Biliary,Mortality,0.4,1510.0,311583481,0.5
2012,All Races,Male and Female,Other Biliary,Incidence,1.8,6139.0,313877662,2.0
2012,All Races,Male and Female,Other Biliary,Mortality,0.4,1519.0,313877662,0.5
2013,All Races,Male and Female,Other Biliary,Incidence,1.8,6535.0,316059947,2.1
2013,All Races,Male and Female,Other Biliary,Mortality,0.4,1518.0,316059947,0.5
2014,All Races,Male and Female,Other Biliary,Incidence,1.7,6421.0,318386329,2.0
2014,All Races,Male and Female,Other Biliary,Mortality,0.4,1597.0,318386329,0.5
2015,All Races,Male and Female,Other Biliary,Incidence,1.7,6487.0,320738994,2.0
2015,All Races,Male and Female,Other Biliary,Mortality,0.4,1621.0,320738994,0.5
2016,All Races,Male and Female,Other Biliary,Incidence,1.7,6579.0,323071755,2.0
2016,All Races,Male and Female,Other Biliary,Mortality,0.5,1811.0,323071755,0.6
2017,All Races,Male and Female,Other Biliary,Incidence,1.7,6678.0,325122128,2.1
2017,All Races,Male and Female,Other Biliary,Mortality,0.5,1843.0,325122128,0.6
2018,All Races,Male and Female,Other Biliary,Incidence,1.6,6571.0,326838199,2.0
2018,All Races,Male and Female,Other Biliary,Mortality,0.5,1942.0,326838199,0.6
2019,All Races,Male and Female,Other Biliary,Incidence,1.6,6778.0,328329953,2.1
2019,All Races,Male and Female,Other Biliary,Mortality,0.5,2004.0,328329953,0.6
2020,All Races,Male and Female,Other Biliary,Incidence,1.6,6325.0,319590911,2.0
2020,All Races,Male and Female,Other Biliary,Mortality,0.5,2021.0,329484123,0.6
2000,All Races,Male and Female,Other Digestive Organs,Incidence,0.3,892.0,278558214,0.3
2000,All Races,Male and Female,Other Digestive Organs,Mortality,0.3,917.0,282162411,0.3
2001,All Races,Male and Female,Other Digestive Organs,Incidence,0.4,1022.0,282115961,0.4
2001,All Races,Male and Female,Other Digestive Organs,Mortality,0.3,960.0,284968955,0.3
2002,All Races,Male and Female,Other Digestive Organs,Incidence,0.4,1039.0,284766512,0.4
2002,All Races,Male and Female,Other Digestive Organs,Mortality,0.3,931.0,287625193,0.3
2003,All Races,Male and Female,Other Digestive Organs,Incidence,0.4,1109.0,290107933,0.4
2003,All Races,Male and Female,Other Digestive Organs,Mortality,0.3,950.0,290107933,0.3
2004,All Races,Male and Female,Other Digestive Organs,Incidence,0.4,1123.0,292805298,0.4
2004,All Races,Male and Female,Other Digestive Organs,Mortality,0.2,655.0,292805298,0.2
2005,All Races,Male and Female,Other Digestive Organs,Incidence,0.4,1163.0,295516599,0.4
2005,All Races,Male and Female,Other Digestive Organs,Mortality,0.2,671.0,295516599,0.2
2006,All Races,Male and Female,Other Digestive Organs,Incidence,0.4,1311.0,298379912,0.4
2006,All Races,Male and Female,Other Digestive Organs,Mortality,0.3,906.0,298379912,0.3
2007,All Races,Male and Female,Other Digestive Organs,Incidence,0.4,1274.0,301231207,0.4
2007,All Races,Male and Female,Other Digestive Organs,Mortality,0.3,955.0,301231207,0.3
2008,All Races,Male and Female,Other Digestive Organs,Incidence,0.4,1295.0,304093966,0.4
2008,All Races,Male and Female,Other Digestive Organs,Mortality,0.3,920.0,304093966,0.3
2009,All Races,Male and Female,Other Digestive Organs,Incidence,0.4,1352.0,306771529,0.4
2009,All Races,Male and Female,Other Digestive Organs,Mortality,0.3,946.0,306771529,0.3
2010,All Races,Male and Female,Other Digestive Organs,Incidence,0.4,1422.0,309327143,0.5
2010,All Races,Male and Female,Other Digestive Organs,Mortality,0.3,1004.0,309327143,0.3
2011,All Races,Male and Female,Other Digestive Organs,Incidence,0.5,1610.0,311583481,0.5
2011,All Races,Male and Female,Other Digestive Organs,Mortality,0.3,1035.0,311583481,0.3
2012,All Races,Male and Female,Other Digestive Organs,Incidence,0.5,1677.0,313877662,0.5
2012,All Races,Male and Female,Other Digestive Organs,Mortality,0.3,1139.0,313877662,0.4
2013,All Races,Male and Female,Other Digestive Organs,Incidence,0.5,1927.0,316059947,0.6
2013,All Races,Male and Female,Other Digestive Organs,Mortality,0.3,1201.0,316059947,0.4
2014,All Races,Male and Female,Other Digestive Organs,Incidence,0.6,2299.0,318386329,0.7
2014,All Races,Male and Female,Other Digestive Organs,Mortality,0.4,1305.0,318386329,0.4
2015,All Races,Male and Female,Other Digestive Organs,Incidence,0.7,2502.0,320738994,0.8
2015,All Races,Male and Female,Other Digestive Organs,Mortality,0.4,1346.0,320738994,0.4
2016,All Races,Male and Female,Other Digestive Organs,Incidence,0.7,2822.0,323071755,0.9
2016,All Races,Male and Female,Other Digestive Organs,Mortality,0.4,1430.0,323071755,0.4
2017,All Races,Male and Female,Other Digestive Organs,Incidence,0.7,2870.0,325122128,0.9
2017,All Races,Male and Female,Other Digestive Organs,Mortality,0.4,1471.0,325122128,0.5
2018,All Races,Male and Female,Other Digestive Organs,Incidence,0.7,2859.0,326838199,0.9
2018,All Races,Male and Female,Other Digestive Organs,Mortality,0.4,1596.0,326838199,0.5
2019,All Races,Male and Female,Other Digestive Organs,Incidence,0.7,2842.0,328329953,0.9
2019,All Races,Male and Female,Other Digestive Organs,Mortality,0.4,1646.0,328329953,0.5
2020,All Races,Male and Female,Other Digestive Organs,Incidence,0.7,2735.0,319590911,0.9
2020,All Races,Male and Female,Other Digestive Organs,Mortality,0.4,1799.0,329484123,0.5
2000,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.7,1867.0,278558214,0.7
2000,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,882.0,282162411,0.3
2001,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.7,1972.0,282115961,0.7
2001,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,945.0,284968955,0.3
2002,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.7,1985.0,284766512,0.7
2002,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,864.0,287625193,0.3
2003,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.7,2130.0,290107933,0.7
2003,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,843.0,290107933,0.3
2004,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2281.0,292805298,0.8
2004,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,863.0,292805298,0.3
2005,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2278.0,295516599,0.8
2005,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,892.0,295516599,0.3
2006,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2304.0,298379912,0.8
2006,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,886.0,298379912,0.3
2007,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2392.0,301231207,0.8
2007,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,926.0,301231207,0.3
2008,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2519.0,304093966,0.8
2008,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,906.0,304093966,0.3
2009,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2421.0,306771529,0.8
2009,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,927.0,306771529,0.3
2010,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2527.0,309327143,0.8
2010,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,955.0,309327143,0.3
2011,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.7,2414.0,311583481,0.8
2011,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,942.0,311583481,0.3
2012,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2491.0,313877662,0.8
2012,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,970.0,313877662,0.3
2013,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2566.0,316059947,0.8
2013,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,929.0,316059947,0.3
2014,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2615.0,318386329,0.8
2014,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,1047.0,318386329,0.3
2015,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2725.0,320738994,0.8
2015,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,1005.0,320738994,0.3
2016,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2750.0,323071755,0.9
2016,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,969.0,323071755,0.3
2017,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2846.0,325122128,0.9
2017,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,1076.0,325122128,0.3
2018,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2998.0,326838199,0.9
2018,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,1041.0,326838199,0.3
2019,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2982.0,328329953,0.9
2019,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,1042.0,328329953,0.3
2020,All Races,Male and Female,Other Endocrine including Thymus,Incidence,0.8,2956.0,319590911,0.9
2020,All Races,Male and Female,Other Endocrine including Thymus,Mortality,0.3,1115.0,329484123,0.3
2000,All Races,Male and Female,Other Female Genital Organs,Incidence,0.7,992.0,141865770,0.7
2000,All Races,Male and Female,Other Female Genital Organs,Mortality,0.3,409.0,143719004,0.3
2001,All Races,Male and Female,Other Female Genital Organs,Incidence,0.7,995.0,143603977,0.7
2001,All Races,Male and Female,Other Female Genital Organs,Mortality,0.3,402.0,145077463,0.3
2002,All Races,Male and Female,Other Female Genital Organs,Incidence,0.7,1057.0,144919222,0.7
2002,All Races,Male and Female,Other Female Genital Organs,Mortality,0.3,432.0,146394634,0.3
2003,All Races,Male and Female,Other Female Genital Organs,Incidence,0.7,1057.0,147679036,0.7
2003,All Races,Male and Female,Other Female Genital Organs,Mortality,0.2,370.0,147679036,0.3
2004,All Races,Male and Female,Other Female Genital Organs,Incidence,0.7,1106.0,148977286,0.7
2004,All Races,Male and Female,Other Female Genital Organs,Mortality,0.2,271.0,148977286,0.2
2005,All Races,Male and Female,Other Female Genital Organs,Incidence,0.7,1174.0,150319521,0.8
2005,All Races,Male and Female,Other Female Genital Organs,Mortality,0.2,261.0,150319521,0.2
2006,All Races,Male and Female,Other Female Genital Organs,Incidence,0.7,1182.0,151732647,0.8
2006,All Races,Male and Female,Other Female Genital Organs,Mortality,0.2,373.0,151732647,0.2
2007,All Races,Male and Female,Other Female Genital Organs,Incidence,0.8,1384.0,153166353,0.9
2007,All Races,Male and Female,Other Female Genital Organs,Mortality,0.2,400.0,153166353,0.3
2008,All Races,Male and Female,Other Female Genital Organs,Incidence,0.9,1506.0,154604015,1.0
2008,All Races,Male and Female,Other Female Genital Organs,Mortality,0.2,430.0,154604015,0.3
2009,All Races,Male and Female,Other Female Genital Organs,Incidence,0.9,1638.0,155964075,1.1
2009,All Races,Male and Female,Other Female Genital Organs,Mortality,0.2,415.0,155964075,0.3
2010,All Races,Male and Female,Other Female Genital Organs,Incidence,1.0,1866.0,157249665,1.2
2010,All Races,Male and Female,Other Female Genital Organs,Mortality,0.3,492.0,157249665,0.3
2011,All Races,Male and Female,Other Female Genital Organs,Incidence,1.1,2043.0,158370501,1.3
2011,All Races,Male and Female,Other Female Genital Organs,Mortality,0.3,498.0,158370501,0.3
2012,All Races,Male and Female,Other Female Genital Organs,Incidence,1.2,2233.0,159480635,1.4
2012,All Races,Male and Female,Other Female Genital Organs,Mortality,0.3,553.0,159480635,0.3
2013,All Races,Male and Female,Other Female Genital Organs,Incidence,1.2,2335.0,160545893,1.5
2013,All Races,Male and Female,Other Female Genital Organs,Mortality,0.3,570.0,160545893,0.4
2014,All Races,Male and Female,Other Female Genital Organs,Incidence,1.3,2546.0,161690519,1.6
2014,All Races,Male and Female,Other Female Genital Organs,Mortality,0.3,664.0,161690519,0.4
2015,All Races,Male and Female,Other Female Genital Organs,Incidence,1.4,2819.0,162832151,1.7
2015,All Races,Male and Female,Other Female Genital Organs,Mortality,0.4,753.0,162832151,0.5
2016,All Races,Male and Female,Other Female Genital Organs,Incidence,1.7,3504.0,163986062,2.1
2016,All Races,Male and Female,Other Female Genital Organs,Mortality,0.4,828.0,163986062,0.5
2017,All Races,Male and Female,Other Female Genital Organs,Incidence,1.9,4058.0,165008683,2.5
2017,All Races,Male and Female,Other Female Genital Organs,Mortality,0.4,897.0,165008683,0.5
2018,All Races,Male and Female,Other Female Genital Organs,Incidence,2.0,4310.0,165877686,2.6
2018,All Races,Male and Female,Other Female Genital Organs,Mortality,0.4,855.0,165877686,0.5
2019,All Races,Male and Female,Other Female Genital Organs,Incidence,2.0,4341.0,166637617,2.6
2019,All Races,Male and Female,Other Female Genital Organs,Mortality,0.4,1002.0,166637617,0.6
2020,All Races,Male and Female,Other Female Genital Organs,Incidence,2.0,4292.0,162239308,2.6
2020,All Races,Male and Female,Other Female Genital Organs,Mortality,0.5,1149.0,167227921,0.7
2000,All Races,Male and Female,Other Leukemias,Incidence,1.9,5100.0,278558214,1.8
2000,All Races,Male and Female,Other Leukemias,Mortality,2.3,6464.0,282162411,2.3
2001,All Races,Male and Female,Other Leukemias,Incidence,1.8,5082.0,282115961,1.8
2001,All Races,Male and Female,Other Leukemias,Mortality,2.2,6315.0,284968955,2.2
2002,All Races,Male and Female,Other Leukemias,Incidence,1.8,5010.0,284766512,1.8
2002,All Races,Male and Female,Other Leukemias,Mortality,2.2,6425.0,287625193,2.2
2003,All Races,Male and Female,Other Leukemias,Incidence,1.8,5303.0,290107933,1.8
2003,All Races,Male and Female,Other Leukemias,Mortality,2.2,6344.0,290107933,2.2
2004,All Races,Male and Female,Other Leukemias,Incidence,1.8,5188.0,292805298,1.8
2004,All Races,Male and Female,Other Leukemias,Mortality,2.2,6381.0,292805298,2.2
2005,All Races,Male and Female,Other Leukemias,Incidence,1.7,5228.0,295516599,1.8
2005,All Races,Male and Female,Other Leukemias,Mortality,2.2,6531.0,295516599,2.2
2006,All Races,Male and Female,Other Leukemias,Incidence,1.7,5196.0,298379912,1.7
2006,All Races,Male and Female,Other Leukemias,Mortality,2.1,6509.0,298379912,2.2
2007,All Races,Male and Female,Other Leukemias,Incidence,1.8,5545.0,301231207,1.8
2007,All Races,Male and Female,Other Leukemias,Mortality,2.1,6487.0,301231207,2.2
2008,All Races,Male and Female,Other Leukemias,Incidence,1.7,5398.0,304093966,1.8
2008,All Races,Male and Female,Other Leukemias,Mortality,2.1,6650.0,304093966,2.2
2009,All Races,Male and Female,Other Leukemias,Incidence,1.7,5623.0,306771529,1.8
2009,All Races,Male and Female,Other Leukemias,Mortality,2.0,6482.0,306771529,2.1
2010,All Races,Male and Female,Other Leukemias,Incidence,1.8,5854.0,309327143,1.9
2010,All Races,Male and Female,Other Leukemias,Mortality,2.0,6582.0,309327143,2.1
2011,All Races,Male and Female,Other Leukemias,Incidence,1.8,5986.0,311583481,1.9
2011,All Races,Male and Female,Other Leukemias,Mortality,2.0,6572.0,311583481,2.1
2012,All Races,Male and Female,Other Leukemias,Incidence,1.8,6028.0,313877662,1.9
2012,All Races,Male and Female,Other Leukemias,Mortality,2.0,6802.0,313877662,2.2
2013,All Races,Male and Female,Other Leukemias,Incidence,1.8,6111.0,316059947,1.9
2013,All Races,Male and Female,Other Leukemias,Mortality,1.9,6767.0,316059947,2.1
2014,All Races,Male and Female,Other Leukemias,Incidence,1.7,5999.0,318386329,1.9
2014,All Races,Male and Female,Other Leukemias,Mortality,1.8,6430.0,318386329,2.0
2015,All Races,Male and Female,Other Leukemias,Incidence,1.7,6142.0,320738994,1.9
2015,All Races,Male and Female,Other Leukemias,Mortality,1.7,6206.0,320738994,1.9
2016,All Races,Male and Female,Other Leukemias,Incidence,1.6,5763.0,323071755,1.8
2016,All Races,Male and Female,Other Leukemias,Mortality,1.6,6022.0,323071755,1.9
2017,All Races,Male and Female,Other Leukemias,Incidence,1.6,5814.0,325122128,1.8
2017,All Races,Male and Female,Other Leukemias,Mortality,1.5,5846.0,325122128,1.8
2018,All Races,Male and Female,Other Leukemias,Incidence,1.5,5850.0,326838199,1.8
2018,All Races,Male and Female,Other Leukemias,Mortality,1.5,5752.0,326838199,1.8
2019,All Races,Male and Female,Other Leukemias,Incidence,1.5,5768.0,328329953,1.8
2019,All Races,Male and Female,Other Leukemias,Mortality,1.4,5673.0,328329953,1.7
2020,All Races,Male and Female,Other Leukemias,Incidence,1.4,5231.0,319590911,1.6
2020,All Races,Male and Female,Other Leukemias,Mortality,1.4,5585.0,329484123,1.7
2000,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,290.0,136692444,0.2
2000,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,42.0,138443407,0.0
2001,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,287.0,138511984,0.2
2001,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,41.0,139891492,0.0
2002,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,273.0,139847290,0.2
2002,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,36.0,141230559,0.0
2003,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,301.0,142428897,0.2
2003,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,28.0,142428897,0.0
2004,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,289.0,143828012,0.2
2004,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,37.0,143828012,0.0
2005,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,317.0,145197078,0.2
2005,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,33.0,145197078,0.0
2006,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,324.0,146647265,0.2
2006,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,47.0,146647265,0.0
2007,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,305.0,148064854,0.2
2007,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,38.0,148064854,0.0
2008,All Races,Male and Female,Other Male Genital Organs,Incidence,0.3,365.0,149489951,0.2
2008,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,45.0,149489951,0.0
2009,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,334.0,150807454,0.2
2009,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,46.0,150807454,0.0
2010,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,346.0,152077478,0.2
2010,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,59.0,152077478,0.0
2011,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,370.0,153212980,0.2
2011,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,41.0,153212980,0.0
2012,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,367.0,154397027,0.2
2012,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,52.0,154397027,0.0
2013,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,400.0,155514054,0.3
2013,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,56.0,155514054,0.0
2014,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,377.0,156695810,0.2
2014,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,71.0,156695810,0.0
2015,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,390.0,157906843,0.2
2015,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,62.0,157906843,0.0
2016,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,418.0,159085693,0.3
2016,All Races,Male and Female,Other Male Genital Organs,Mortality,0.1,88.0,159085693,0.1
2017,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,401.0,160113445,0.3
2017,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,68.0,160113445,0.0
2018,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,402.0,160960513,0.2
2018,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,62.0,160960513,0.0
2019,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,420.0,161692336,0.3
2019,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,61.0,161692336,0.0
2020,All Races,Male and Female,Other Male Genital Organs,Incidence,0.2,366.0,157351603,0.2
2020,All Races,Male and Female,Other Male Genital Organs,Mortality,0.0,64.0,162256202,0.0
2000,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.4,3902.0,278558214,1.4
2000,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.8,2252.0,282162411,0.8
2001,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.5,4154.0,282115961,1.5
2001,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.9,2450.0,284968955,0.9
2002,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.5,4205.0,284766512,1.5
2002,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.8,2391.0,287625193,0.8
2003,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.5,4344.0,290107933,1.5
2003,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.8,2396.0,290107933,0.8
2004,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.5,4512.0,292805298,1.5
2004,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.8,2349.0,292805298,0.8
2005,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.6,4673.0,295516599,1.6
2005,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.8,2453.0,295516599,0.8
2006,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.5,4702.0,298379912,1.6
2006,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.8,2627.0,298379912,0.9
2007,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.6,5056.0,301231207,1.7
2007,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.9,2773.0,301231207,0.9
2008,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.7,5357.0,304093966,1.8
2008,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.8,2714.0,304093966,0.9
2009,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.8,5633.0,306771529,1.8
2009,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.9,2931.0,306771529,1.0
2010,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.6,5352.0,309327143,1.7
2010,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.9,2935.0,309327143,0.9
2011,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.7,5504.0,311583481,1.8
2011,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.9,3084.0,311583481,1.0
2012,All Races,Male and Female,Other Non-Epithelial Skin,Incidence,1.7,5759.0,313877662,1.8
2012,All Races,Male and Female,Other Non-Epithelial Skin,Mortality,0.9,3212.0,313877662,1.0
